# Run_no Chamber P_(GPa) T_(K)	phase	Fe	Feerr	Al	Alerr	Si	Sierr	Mg	Mgerr	Cations	r=Fe/(Fe+Mg)							
# V212	D	16	1673.15	mw	0.352	0.002	0.001	0.001	0.001	0.001	0.646	0.001	0.999	0.3527	0.0013 # clear outliers
															
V217	F2	14	1673.15	ring	0.958	0.008	0.005	0.001	0.981	0.004	1.071	0.006	3.016	0.4722	0.0025
V217	F2	14	1673.15	mw	0.707	0.002	0.002	0.001	0.002	0.001	0.285	0.002	0.996	0.7127	0.0015
V217	G2	14	1673.15	ring	1.080	0.010	0.004	0.001	0.982	0.002	0.942	0.008	3.016	0.5341	0.0031
V217	G2	14	1673.15	mw	0.760	0.010	0.002	0.001	0.004	0.006	0.222	0.003	0.995	0.7739	0.0033
V217	H2	14	1673.15	ring	1.556	0.006	0.004	0.001	0.988	0.003	0.463	0.005	3.010	0.7707	0.0020
V217	H2	14	1673.15	mw	0.916	0.001	0.002	0.001	0.003	0.001	0.075	0.001	0.996	0.9243	0.0009
V217	I2	14	1673.15	ring	1.090	0.010	0.004	0.001	0.987	0.003	0.920	0.011	3.011	0.5423	0.0037
V217	I2	14	1673.15	mw	0.770	0.010	0.002	0.001	0.005	0.005	0.208	0.003	0.994	0.7873	0.0032
															
V220	E2	14	1673.15	wad	0.491	0.005	0.009	0.003	0.992	0.002	1.512	0.007	3.004	0.2451	0.0021
V220	E2	14	1673.15	ring	0.687	0.005	0.003	0.001	0.992	0.002	1.325	0.006	3.007	0.3415	0.0019
V220	E2	14	1673.15	mw	0.547	0.004	0.001	0.001	0.001	0.001	0.450	0.004	0.998	0.5486	0.0029
V220	G	14	1673.15	ol	0.154	0.005	0.000	0.000	0.997	0.002	1.852	0.006	3.003	0.0768	0.0023
V220	G	14	1673.15	wad	0.251	0.005	0.009	0.001	0.996	0.002	1.743	0.006	2.999	0.1259	0.0022
V220	G	14	1673.15	mw	0.289	0.006	0.001	0.001	0.002	0.002	0.706	0.008	0.998	0.2905	0.0049
															
V223	E2	13.2	1673.15	ring	0.786	0.007	0.004	0.001	0.993	0.002	1.223	0.007	3.006	0.3912	0.0025
V223	E2	13.2	1673.15	wad	0.574	0.005	0.011	0.001	0.990	0.002	1.430	0.006	3.005	0.2864	0.0020
V223	E2	13.2	1673.15	mw	0.614	0.003	0.001	0.001	0.001	0.001	0.382	0.003	0.998	0.6165	0.0022
V223	F	13.2	1673.15	ol	0.254	0.005	0.001	0.001	0.991	0.003	1.764	0.007	3.009	0.1259	0.0022
V223	F	13.2	1673.15	mw	0.449	0.005	0.004	0.002	0.001	0.001	0.543	0.007	0.997	0.4526	0.0042
V223	B2	13.2	1673.15	ol	0.170	0.010	0.001	0.001	0.996	0.004	1.830	0.014	3.003	0.0850	0.0046
V223	B2	13.2	1673.15	mw	0.313	0.006	0.003	0.001	0.001	0.001	0.681	0.006	0.998	0.3149	0.0046
V223	D2	13.2	1673.15	wad	0.505	0.009	0.009	0.003	0.990	0.003	1.501	0.009	3.005	0.2517	0.0035
V223	D2	13.2	1673.15	mw	0.554	0.004	0.003	0.003	0.001	0.001	0.439	0.007	0.997	0.5579	0.0043
V223	D2	13.2	1673.15	cen	0.148	0.002	0.001	0.001	1.012	0.001	0.826	0.004	1.987	0.1520	0.0018
															
V227	D2	13	1673.15	wad	0.560	0.005	0.011	0.002	0.993	0.004	1.437	0.005	3.001	0.2804	0.0019
V227	D2	13	1673.15	ring	0.773	0.007	0.004	0.001	0.998	0.003	1.226	0.005	3.000	0.3867	0.0024
V227	D2	13	1673.15	mw	0.607	0.002	0.002	0.002	0.001	0.001	0.388	0.003	0.998	0.6101	0.0020
V227	B2	13	1673.15	ol	0.258	0.008	0.001	0.001	0.997	0.004	1.746	0.007	3.002	0.1287	0.0035
V227	B2	13	1673.15	mw	0.451	0.003	0.002	0.001	0.001	0.001	0.544	0.003	0.998	0.4533	0.0021
V227	E2	13	1673.15	ring	0.935	0.008	0.004	0.001	0.999	0.005	1.062	0.009	2.999	0.4682	0.0030
V227	E2	13	1673.15	mw	0.706	0.004	0.001	0.001	0.001	0.001	0.290	0.004	0.998	0.7088	0.0031
V227	F	13	1673.15	ol	0.298	0.005	0.001	0.001	1.004	0.003	1.694	0.006	2.996	0.1496	0.0022
V227	F	13	1673.15	wad	0.499	0.006	0.012	0.002	0.994	0.003	1.496	0.007	3.000	0.2501	0.0024
V227	F	13	1673.15	mw	0.550	0.005	0.003	0.002	0.001	0.001	0.444	0.003	0.998	0.5533	0.0028
															
V229	D2	12.8	1673.15	ol	0.414	0.006	0.001	0.001	0.994	0.002	1.596	0.007	3.005	0.2060	0.0025
V229	D2	12.8	1673.15	wad	0.660	0.020	0.012	0.003	0.998	0.006	1.320	0.020	2.996	0.3333	0.0075
V229	D2	12.8	1673.15	mw	0.668	0.006	0.002	0.001	0.001	0.001	0.326	0.007	0.998	0.6720	0.0051
V229	F	12.8	1673.15	ol	0.390	0.009	0.001	0.001	0.985	0.004	1.640	0.010	3.015	0.1921	0.0037
V229	F	12.8	1673.15	wad	0.652	0.002	0.017	0.001	0.982	0.002	1.358	0.005	3.009	0.3244	0.0011
V229	F	12.8	1673.15	mw	0.630	0.110	0.003	0.002	0.001	0.001	0.360	0.010	0.997	0.6364	0.0409
V229	E2	12.8	1673.15	ring	0.960	0.140	0.005	0.001	0.995	0.004	1.043	0.009	3.002	0.4793	0.0365
V229	E2	12.8	1673.15	mw	0.716	0.002	0.002	0.001	0.001	0.001	0.279	0.003	0.998	0.7196	0.0022
V229	B2	12.8	1673.15	ol	0.260	0.005	0.001	0.001	0.992	0.002	1.755	0.004	3.008	0.1290	0.0022
V229	B2	12.8	1673.15	mw	0.439	0.003	0.005	0.002	0.000	0.001	0.552	0.003	0.997	0.4430	0.0022
															
V252	B2	12.4	1673.15	ol	0.170	0.010	0.002	0.001	0.988	0.003	1.850	0.010	3.012	0.0842	0.0046
V252	B2	12.4	1673.15	mw	0.301	0.007	0.005	0.002	0.002	0.001	0.680	0.009	0.996	0.3068	0.0057
V252	F	12.4	1673.15	ol	0.270	0.010	0.001	0.001	0.985	0.006	1.760	0.010	3.015	0.1330	0.0043
V252	F	12.4	1673.15	mw	0.445	0.002	0.005	0.001	0.002	0.001	0.545	0.004	0.996	0.4495	0.0021
V252	D2	12.4	1673.15	ol	0.400	0.010	0.001	0.001	0.985	0.007	1.620	0.010	3.014	0.1980	0.0041
V252	D2	12.4	1673.15	mw	0.640	0.040	0.004	0.004	0.003	0.002	0.330	0.030	0.995	0.6598	0.0248
															
V254	D2	12.5	1673.15	ol	0.360	0.010	0.000	0.001	0.988	0.004	1.665	0.007	3.012	0.1778	0.0041
V254	D2	12.5	1673.15	wad	0.580	0.020	0.008	0.002	0.986	0.005	1.430	0.020	3.009	0.2886	0.0076
V254	D2	12.5	1673.15	mw	0.631	0.004	0.001	0.001	0.002	0.001	0.364	0.004	0.998	0.6342	0.0029
V254	B2	12.5	1673.15	ol	0.120	0.030	0.001	0.001	0.991	0.005	1.890	0.030	3.008	0.0597	0.0141
V254	B2	12.5	1673.15	mw	0.327	0.007	0.003	0.001	0.001	0.001	0.667	0.007	0.998	0.3290	0.0053
V254	F	12.5	1673.15	ol	0.270	0.010	0.001	0.001	0.982	0.004	1.760	0.010	3.017	0.1330	0.0043
V254	F	12.5	1673.15	mw	0.460	0.004	0.002	0.001	0.001	0.001	0.535	0.004	0.998	0.4623	0.0029
V254	E2	12.5	1673.15	ol	0.370	0.010	0.000	0.001	0.997	0.004	1.628	0.008	3.003	0.1852	0.0041
V254	E2	12.5	1673.15	wad	0.608	0.008	0.007	0.002	0.996	0.003	1.390	0.009	3.001	0.3043	0.0031
V254	E2	12.5	1673.15	ring	0.819	0.008	0.004	0.001	1.001	0.004	1.174	0.003	2.997	0.4109	0.0024
V254	E2	12.5	1673.15	mw	0.633	0.002	0.001	0.001	0.002	0.001	0.361	0.002	0.997	0.6368	0.0015
															
PC2	F	2	1673.15	ol	0.277	0.005	0.000	0.000	0.981	0.004	1.761	0.008	3.019	0.1359	0.0022
PC2	F	2	1673.15	mw	0.463	0.002	0.000	0.000	0.000	0.001	0.536	0.002	1.000	0.4635	0.0014
PC2	C2	2	1673.15	ol	0.834	0.005	0.000	0.000	0.985	0.002	1.196	0.002	3.015	0.4108	0.0015
PC2	C2	2	1673.15	mw	0.873	0.002	0.000	0.000	0.002	0.002	0.123	0.002	0.998	0.8765	0.0018
PC2	D2	2	1673.15	ol	0.437	0.005	0.000	0.000	0.983	0.002	1.596	0.005	3.017	0.2150	0.0020
PC2	D2	2	1673.15	mw	0.683	0.002	0.000	0.000	0.001	0.001	0.315	0.002	0.999	0.6844	0.0015
PC2	F2	2	1673.15	ol	0.213	0.005	0.000	0.000	0.986	0.001	1.815	0.006	3.014	0.1050	0.0022
PC2	F2	2	1673.15	mw	0.359	0.008	0.000	0.000	0.001	0.001	0.640	0.007	0.999	0.3594	0.0057
PC2	AC	2	1673.15	ol	0.064	0.006	0.000	0.000	0.989	0.003	1.958	0.008	3.011	0.0317	0.0029
PC2	AC	2	1673.15	mw	0.094	0.003	0.000	0.000	0.000	0.001	0.905	0.003	1.000	0.0941	0.0027
PC2	E2	2	1673.15	ol	0.550	0.003	0.000	0.000	0.982	0.001	1.485	0.004	3.018	0.2703	0.0012
PC2	E2	2	1673.15	mw	0.765	0.005	0.000	0.000	0.002	0.001	0.232	0.001	0.998	0.7673	0.0014
PC2	G	2	1673.15	ol	0.170	0.002	0.000	0.000	0.988	0.001	1.853	0.003	3.012	0.0840	0.0009
